Fecha;Grupo;Producto;Mercado;Precio promedio por kilogramo*;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Socorro (Santander); 1.667 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Tibasosa (Boyacá), Coomproriente; 1.628 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Tunja, Complejo de Servicios del Sur; 1.540 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Valledupar, Mercabastos; 1.809 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Villavicencio, CAV; 1.852 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Yopal (Casanare); 2.169 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Buenaventura (Valle del Cauca); 1.998 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Cali, Cavasa; 1.852 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Cali, Santa Elena; 1.675 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Neiva, Surabastos; 1.780 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Palmira (Valle del Cauca); 1.846 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca importada;Ipiales (Nariño), Ipiales somos todos; 1.645 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Cali, Cavasa; 1.380 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Pasto, El Potrerillo; 1.206 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Popayán, Plaza de mercado del barrio Bolívar; 1.658 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Túquerres (Nariño); 1.461 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Arauca (Arauca); 2.730 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Bogotá, D.C., Corabastos; 2.609 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Cartagena, Bazurto; 2.212 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Florencia (Caquetá); 2.775 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Neiva, Surabastos; 2.624 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Pereira, Mercasa; 2.439 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Santa Marta (Magdalena); 2.637 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Sincelejo, Nuevo Mercado; 2.103 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Tibasosa (Boyacá), Coomproriente; 2.425 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Valledupar, Mercabastos; 2.185 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Valledupar, Mercado Nuevo; 2.185 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Bucaramanga, Centroabastos; 2.419 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Cali, Cavasa; 2.414 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Ipiales (Nariño), Ipiales somos todos; 2.183 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Medellín, Central Mayorista de Antioquia; 2.477 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;"Medellín, Plaza Minorista ""José María Villa"""; 2.600 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Montería, Mercado del Sur; 2.582 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona roja ocañera;Bucaramanga, Centroabastos; 2.088 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona roja peruana;Barranquilla, Granabastos; 2.626 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona roja peruana;Montería, Mercado del Sur; 1.886 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona roja peruana;Sincelejo, Nuevo Mercado; 2.511 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla cabezona roja peruana;Valledupar, Mercabastos; 2.560 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca;Arauca (Arauca); 1.688 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca;Armenia, Mercar; 1.996 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca;Bucaramanga, Centroabastos; 1.233 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca;Cartago (Valle del Cauca); 1.792 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca;Florencia (Caquetá); 1.502 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca;Ipiales (Nariño), Ipiales somos todos; 3.188 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca;La Ceja (Antioquia); 1.252 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca;Manizales, Centro Galerías; 1.716 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca;Medellín, Central Mayorista de Antioquia; 2.367 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca;"Medellín, Plaza Minorista ""José María Villa"""; 2.583 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca;Montería, Mercado del Sur; 1.731 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca;Pereira, La 41; 1.417 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca;Pereira, Mercasa; 1.510 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca;Rionegro (Antioquia); 1.940 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca;Sincelejo, Nuevo Mercado; 888 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca;Sonsón (Antioquia); 1.080 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca;Túquerres (Nariño); 2.525 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca;Villavicencio, CAV; 1.377 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca;Yopal (Casanare); 1.492 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Bogotá, D.C., Corabastos; 1.550 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Buenaventura (Valle del Cauca); 2.877 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Cali, Cavasa; 1.261 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Cali, Santa Elena; 1.078 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Chiquinquirá (Boyacá); 1.429 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Duitama (Boyacá), Mercaplaza; 792 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Ibagué, Plaza La 21; 1.566 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Neiva, Surabastos; 1.192 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;San Gil (Santander); 2.030 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Santa Marta (Magdalena); 1.517 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Socorro (Santander); 2.069 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Tibasosa (Boyacá), Coomproriente; 1.244 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Tunja, Complejo de Servicios del Sur; 1.301 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Valledupar, Mercabastos; 1.474 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca Berlín;Barranquilla, Barranquillita; 1.595 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca Berlín;Barranquilla, Granabastos; 1.472 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca Berlín;Cartagena, Bazurto; 1.941 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca Berlín;Cúcuta, Cenabastos; 1.483 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca Berlín;Pamplona (Norte de Santander); 1.406 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca Berlín;Valledupar, Mercabastos; 1.537 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca pastusa;La Unión (Nariño); 1.722 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca pastusa;Palmira (Valle del Cauca); 1.120 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca pastusa;Pasto, El Potrerillo; 1.516 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca pastusa;Popayán, Plaza de mercado del barrio Bolívar; 1.654 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca Tenerife;Cali, Cavasa; 1.377 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca Tenerife;Cali, Santa Elena; 1.130 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla junca Tenerife;Palmira (Valle del Cauca); 1.258 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla puerro;Bogotá, D.C., Corabastos; 2.700 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla puerro;Cúcuta, Cenabastos; 5.427 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla puerro;Medellín, Central Mayorista de Antioquia; 3.025 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebolla puerro;Pamplona (Norte de Santander); 3.750 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cebollín chino;Barranquilla, Barranquillita; 7.659 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;Armenia, Mercar; 869 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;Armenia, Retiro; 875 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;Barranquilla, Barranquillita; 1.308 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;Bogotá, D.C., Corabastos; 1.667 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;Bucaramanga, Centroabastos; 1.075 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;Buenaventura (Valle del Cauca); 1.267 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;Cali, Cavasa; 1.033 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;Cali, Santa Elena; 1.114 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;Cartagena, Bazurto; 1.241 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;Cartago (Valle del Cauca); 1.155 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;Chiquinquirá (Boyacá); 1.093 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;Cúcuta, Cenabastos; 1.366 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;Duitama (Boyacá), Mercaplaza; 1.103 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;Ibagué, Plaza La 21; 1.157 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;Ipiales (Nariño), Ipiales somos todos; 721 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;Manizales, Centro Galerías; 1.133 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;Marinilla (Antioquia); 1.091 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;Medellín, Central Mayorista de Antioquia; 1.438 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;"Medellín, Plaza Minorista ""José María Villa"""; 1.250 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;Montería, Mercado del Sur; 886 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;Neiva, Surabastos; 1.065 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;Pamplona (Norte de Santander); 999 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;Pasto, El Potrerillo; 1.019 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;Peñol (Antioquia); 1.056 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;Popayán, Plaza de mercado del barrio Bolívar; 646 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;San Gil (Santander); 2.178 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;San Vicente (Antioquia); 1.069 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;Santa Marta (Magdalena); 1.600 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;Sincelejo, Nuevo Mercado; 1.268 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;Sonsón (Antioquia); 1.081 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;Tibasosa (Boyacá), Coomproriente; 1.568 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;Tunja, Complejo de Servicios del Sur; 1.335 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;Valledupar, Mercabastos; 1.332 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;Villavicencio, CAV; 1.842 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Chócolo mazorca;Yopal (Casanare); 2.350 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cidra;Bogotá, D.C., Corabastos; 839 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cidra;Medellín, Central Mayorista de Antioquia; 659 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cidra;San Vicente (Antioquia); 250 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cidra;Villavicencio, CAV; 1.230 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Arauca (Arauca); 8.323 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Armenia, Mercar; 3.156 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Barranquilla, Barranquillita; 6.569 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Bogotá, D.C., Corabastos; 4.453 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Bucaramanga, Centroabastos; 6.155 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Buenaventura (Valle del Cauca); 2.990 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Cali, Cavasa; 2.258 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Cali, Santa Elena; 1.805 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Cartagena, Bazurto; 6.096 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Cartago (Valle del Cauca); 3.875 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Chiquinquirá (Boyacá); 6.750 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Cúcuta, Cenabastos; 5.208 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Duitama (Boyacá), Mercaplaza; 4.292 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Florencia (Caquetá); 5.208 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Ibagué, Plaza La 21; 3.792 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Ipiales (Nariño), Ipiales somos todos; 2.241 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;La Ceja (Antioquia); 3.115 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Manizales, Centro Galerías; 6.000 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Marinilla (Antioquia); 1.106 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Medellín, Central Mayorista de Antioquia; 1.657 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;"Medellín, Plaza Minorista ""José María Villa"""; 1.833 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Montería, Mercado del Sur; 4.615 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Neiva, Surabastos; 8.250 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Palmira (Valle del Cauca); 2.164 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Pamplona (Norte de Santander); 4.403 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Pasto, El Potrerillo; 6.538 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Pereira, La 41; 2.875 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Pereira, Mercasa; 2.438 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Popayán, Plaza de mercado del barrio Bolívar; 2.875 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Rionegro (Antioquia); 1.752 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;San Gil (Santander); 5.170 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Santa Marta (Magdalena); 5.333 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Sincelejo, Nuevo Mercado; 3.179 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Tibasosa (Boyacá), Coomproriente; 4.589 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Tuluá (Valle del Cauca); 6.000 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Tunja, Complejo de Servicios del Sur; 4.980 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Valledupar, Mercabastos; 3.181 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Valledupar, Mercado Nuevo; 3.188 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Villavicencio, CAV; 5.563 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Cilantro;Yopal (Casanare); 7.150 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Coles;Barranquilla, Barranquillita; 5.028 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Coles;Bogotá, D.C., Corabastos; 2.271 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Coles;Medellín, Central Mayorista de Antioquia; 1.925 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Coles;"Medellín, Plaza Minorista ""José María Villa"""; 1.200 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Coliflor;Armenia, Mercar; 2.003 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Coliflor;Barranquilla, Barranquillita; 7.844 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Coliflor;Barranquilla, Granabastos; 6.544 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Coliflor;Bogotá, D.C., Corabastos; 2.330 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Coliflor;Bucaramanga, Centroabastos; 3.764 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Coliflor;Cali, Santa Elena; 2.654 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Coliflor;Cartagena, Bazurto; 5.857 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Coliflor;Cartago (Valle del Cauca); 2.460 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Coliflor;Chiquinquirá (Boyacá); 1.708 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Coliflor;Cúcuta, Cenabastos; 4.573 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Coliflor;Duitama (Boyacá), Mercaplaza; 2.108 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Coliflor;Ipiales (Nariño), Ipiales somos todos; 1.903 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Coliflor;Manizales, Centro Galerías; 3.141 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Coliflor;Marinilla (Antioquia); 1.900 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Coliflor;Medellín, Central Mayorista de Antioquia; 3.158 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Coliflor;"Medellín, Plaza Minorista ""José María Villa"""; 2.865 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Coliflor;Neiva, Surabastos; 2.179 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Coliflor;Palmira (Valle del Cauca); 2.229 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Coliflor;Pamplona (Norte de Santander); 2.617 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Coliflor;Pasto, El Potrerillo; 1.837 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Coliflor;Pereira, La 41; 2.503 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Coliflor;Pereira, Mercasa; 2.674 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Coliflor;Tibasosa (Boyacá), Coomproriente; 2.117 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Coliflor;Tunja, Complejo de Servicios del Sur; 2.827 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Coliflor;Túquerres (Nariño); 1.693 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Coliflor;Villavicencio, CAV; 2.336 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Espinaca;Armenia, Mercar; 3.046 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Espinaca;Barranquilla, Barranquillita; 8.450 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Espinaca;Barranquilla, Granabastos; 6.370 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Espinaca;Bogotá, D.C., Corabastos; 2.031 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Espinaca;Bucaramanga, Centroabastos; 3.745 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Espinaca;Cartagena, Bazurto; 6.125 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Espinaca;Chiquinquirá (Boyacá); 1.740 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Espinaca;Cúcuta, Cenabastos; 6.063 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Espinaca;Duitama (Boyacá), Mercaplaza; 2.611 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Espinaca;Ibagué, Plaza La 21; 2.866 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Espinaca;Ipiales (Nariño), Ipiales somos todos; 1.702 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Espinaca;Manizales, Centro Galerías; 3.917 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Espinaca;Medellín, Central Mayorista de Antioquia; 1.603 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Espinaca;"Medellín, Plaza Minorista ""José María Villa"""; 2.896 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Espinaca;Neiva, Surabastos; 2.865 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Espinaca;Pamplona (Norte de Santander); 2.625 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Espinaca;Pasto, El Potrerillo; 3.490 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Espinaca;Tibasosa (Boyacá), Coomproriente; 4.815 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Espinaca;Tunja, Complejo de Servicios del Sur; 2.821 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Espinaca;Villavicencio, CAV; 2.785 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Fríjol verde bolo;Cúcuta, Cenabastos; 3.542 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Fríjol verde bolo;Pamplona (Norte de Santander); 3.119 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Bogotá, D.C., Corabastos; 4.382 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Cali, Cavasa; 3.350 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Cali, Santa Elena; 3.692 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Chiquinquirá (Boyacá); 2.708 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Duitama (Boyacá), Mercaplaza; 2.992 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;El Carmen de Viboral (Antioquia); 2.950 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;El Santuario (Antioquia); 3.306 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;La Ceja (Antioquia); 3.733 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;La Unión (Nariño); 3.250 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Marinilla (Antioquia); 3.183 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Medellín, Central Mayorista de Antioquia; 3.269 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;"Medellín, Plaza Minorista ""José María Villa"""; 3.906 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Pasto, El Potrerillo; 3.037 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Peñol (Antioquia); 3.302 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Popayán, Plaza de mercado del barrio Bolívar; 3.598 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Rionegro (Antioquia); 3.578 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;San Vicente (Antioquia); 3.075 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Sonsón (Antioquia); 2.750 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Tibasosa (Boyacá), Coomproriente; 3.014 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Tuluá (Valle del Cauca); 4.139 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Tunja, Complejo de Servicios del Sur; 3.172 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Villavicencio, CAV; 3.892 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Fríjol verde cargamanto;Yopal (Casanare); 3.612 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Arauca (Arauca); 4.130 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Armenia, Mercar; 3.473 ;;;;
ene-22;VERDURAS Y HORTALIZAS;Fríjol verde en vaina;Barranquilla, Barranquillita; 7.164 ;;;;
